AÑO,MUNICIPIO,TIPO,ACCIÓN,CONTRATO,EMPRESA,MONTO CONTRATADO,AVANCE FÍSICO,AVANCE FINANCIERO,MODALIDAD
2021,VARIOS MUNICIPIOS,ESTUDIO,"INSP. FÍS Y LEV. DAÑOS EN PUENTES VEHIC. RED EST 2021, PQT 2",SICOM/RE/AM/PU/DPI/SERV/OP/2021-0072,PRIETO DELGADO JUAN DANIEL,"$499,665.51 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,TIERRA BLANCA,ESTUDIO,MANIFESTACIÓN DE IMPACTO AMBIENTAL FEDERAL  DEL PUENTE,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0071,"ENTORNO SOLUCIONES AMBIENTALES INTEGRALES, S.A. DE C.V.","$293,936.22 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA CELAYA 2 2021,SICOM/RE/AM/PU/DCA/OB/OP/2021-0074,"FIRMEN, S.A. DE C.V.","$3,034,884.56 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,YURIRIA,PROYECTO,PROYECTO EJECUTIVO DE AMPLIACIÓN DE LA UNIDAD MÉDICA DE ATEN,SICOM/RE/AM/PU/DPO/SERV/ISAPEG/2021-0075,"URBAN TEN, S.A. DE C.V.","$180,189.55 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,SAN MIGUEL DE ALLENDE,OBRA,OBRA COMPLEMENTARIA PRIMERA ETAPA EXTENSIÓN SMA(UNAM),SICOM/RF/IN/PU/DOB/OB/SEG/2021-0076,LOPEZ DE LA FUENTE DUFAU MARIA ELENA DEL REFUGIO,"$6,997,135.66 ",95.00 %,88.75 %,INVITACION CUANDO MENOS A 3
2021,TARIMORO,OBRA,"CONSTRUCCIÓN DEL LIENZO CHARRO EN TARIMORO, SEGUNDA ETAPA",SICOM/RE/AE/PU/DOB/OB/OP/2021-0079,GARCIA LOPEZ MARIA SOLEDAD KARINA,"$7,177,760.98 ",100.00 %,99.15 %,ADJUDICACION DIRECTA POR EXCEPCION
2021,VARIOS MUNICIPIOS,ESTUDIO,ANÁLISIS COSTO BENEFICIO PARA LA REUBICACIÓN DE PLAZA DE COB,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0077,TRONCOSO LANDEROS JOSE FRANCISCO,"$294,782.81 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,ESTUDIO,ANÁLISIS COSTO-BENEFICIO DE LA REHABILITACIÓN DEL CAMINO VAL,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0078,GARCIA MENDOZA MARCO ANTONIO,"$300,388.83 ",100.00 %,99.00 %,ADJUDICACION DIRECTA
2021,CELAYA,OBRA,CONSTRUCCIÓN DE CENTRO DEPORTIVO GALAXIAS PARQUE 3A ETAPA,SICOM/RE/LP/PA/DOB/OB/CODE/2021-0089,"REMODELART INMOBILIARIA, S.A. DE C.V.","$51,436,090.24 ",61.75 %,30.00 %,LICITACION PUBLICA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA CELAYA 1 2021,SICOM/RE/LS/PU/DCA/OB/OP/2021-0088,"CORZZISA, S.A. DE C.V.","$4,491,248.29 ",99.70 %,98.76 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA CELAYA 3 2021,SICOM/RE/LS/PU/DCA/OB/OP/2021-0080,"SOLUCIONES INTELIGENTES EN INGENIERIA, S.A. DE C.V.","$3,081,200.11 ",99.70 %,98.73 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA CELAYA 4 2021,SICOM/RE/LS/PU/DCA/OB/OP/2021-0081,PEREZ GUERRERO JORGE,"$3,813,290.78 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA DOLORES HIDALGO 2 2021,SICOM/RE/LS/PU/DCA/OB/OP/2021-0083,"ORELLANA INGENIEROS Y ASOCIADOS, S.A. DE C.V.","$7,428,327.55 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA DOLORES HIDALGO 1 2021,SICOM/RE/LS/PU/DCA/OB/OP/2021-0082,"INGENIERIA CONSULTIVA EN CONSTRUCCION, S.A. DE C.V.","$4,883,705.47 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA LEÓN 2 2021,SICOM/RE/LS/PU/DCB/OB/OP/2021-0085,"INGENIERIA EN INFRAESTRUCTURA DE TRANSPORTE, S.A. DE C.V.","$5,197,079.65 ",100.00 %,99.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL XONA LEÓN 3 2021,SICOM/RE/LS/PU/DCB/OB/OP/2021-0086,"TERRACERIAS Y PAVIMENTOS ASFALTICOS, S.A. DE C.V.","$3,138,784.36 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA GUANAJUATO 1 2021,SICOM/RE/LS/PU/DCB/OB/OP/2021-0087,"SERVICIOS DE CONSULTORIA EN INFRAESTRUCTURA VIAL, S.A. DE C.V.","$5,540,735.14 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA GUANAJUATO 2 2021,SICOM/RE/LS/PU/DCB/OB/OP/2021-0084,GUEVARA VENTURA ALEJANDRO,"$5,293,461.64 ",100.00 %,100.00 %,LICITACION SIMPLIFICADA
2021,ATARJEA,ESTUDIO,MANIFESTACIÓN DE IMPACTO AMBIENTAL FEDERAL DEL SENDERO,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0091,"SCALA, SUPERVISION, CONSULTORIA, ASESORIA Y LABORATORIO, S.A. DE C.V.","$210,678.31 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,CORTAZAR,PROYECTO,EDIFICIO DE SERVICIOS INFORMÁTICOS Y DE IDIOMAS EN LA UPG,SICOM/RE/AE/PU/DPO/SERV/UPGTO/2021-0090,"PROYECTOS Y SUPERVISION INTEGRA, S.A. DE C.V.","$2,952,096.48 ",98.00 %,94.12 %,ADJUDICACION DIRECTA POR EXCEPCION
2021,TIERRA BLANCA,OBRA,EMPEDRADO DE CALLE 05 DE NOVIEMBRE,SICOM/RE/AM/PU/DCA/OB/OP/2021-0092,GONZALEZ DURAN SERAFIN,"$1,740,992.19 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,REHABILITACIÓN DEL CAMINO LA YERBABUENA-CHICHIMEQUILLAS,SICOM/RE/AM/PU/DCB/OB/OP/2021-0097,"ECAB, S. DE R.L. DE C.V.","$2,498,473.03 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,GUANAJUATO,OBRA,"REHABILITACIÓN DEL CAMINO EL TERRERO-MESA CUATA, 2021",SICOM/RE/AM/PU/DCB/OB/OP/2021-0096,MATA SEGOVIANO MIGUEL ANGEL,"$1,299,131.77 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,TIERRA BLANCA,OBRA,REHABILITACIÓN DE CALLE EL CARACOL 2DA. ETAPA,SICOM/RE/AM/PU/DCA/OB/OP/2021-0095,"CONSORCIO CONSTRUCTOR ARMAE, S.A. DE C.V.","$1,606,274.88 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,ESTUDIO,"INSP. FÍS Y LEV. DAÑOS EN PUENTES VEHIC. RED EST 2021, PQT 3",SICOM/RE/AM/PU/DPI/SERV/OP/2021-0094,GUERRERO ERENDIRA,"$480,607.64 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA LEÓN 1 2021,SICOM/RE/AE/PU/DCB/OB/OP/2021-0093,"TAPIA DISEÑO CONSTRUCCION CONSULTORIA Y ARRENDAMIENTO, S.A. DE C.V.","$5,046,272.81 ",100.00 %,84.94 %,ADJUDICACION DIRECTA POR EXCEPCION
2021,GUANAJUATO,OBRA,"REHABILITACIÓN DEL CAMINO LA PALMA-EL TERRERO, 2021",SICOM/RE/AM/PU/DCB/OB/OP/2021-0099,BARROSO MORALES LUIS ISIDRO,"$1,099,726.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,TIERRA BLANCA,OBRA,PAVIMENTACIÓN DE CALLES DE JARDÍN BICENTENARIO 2DA. ETAPA,SICOM/RE/AM/PU/DCA/OB/OP/2021-0100,LANDAVERDE BENAVIDEZ ENRIQUE,"$1,942,988.61 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,SILAO,OBRA,REHABILITACIÓN DEL CAMINO YERBABUENA-CHICHIMEQUILLAS,SICOM/RE/AM/PU/DCB/OB/OP/2021-0098,"AXA PROYECTOS Y CONSTRUCCION, S.A. DE C.V.","$352,629.66 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,SALAMANCA,OBRA,"SECUNDARIA TÉCNICA NÚM. 7, CON C.C.T. 11DST0007H",INIFEG/PGO/MIXTO/LS-13/EST/2021-149,RODRIGUEZ DESCHAMPS ELISA MARGARITA,"$6,344,946.93 ",0.00 %,0.00 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN HORIZONTAL ZONA GUANAJUATO 3 2021,SICOM/RE/LP/PU/DCB/OB/OP/2021-0101,"INGENIERIA CONSTRUCTIVA PAVSA, S.A. DE C.V.","$5,049,049.77 ",100.00 %,95.33 %,LICITACION PUBLICA
2021,VARIOS MUNICIPIOS,ESTUDIO,DIAGNÓSTICO DE LA SEÑALIZACIÓN TURÍSTICA,SICOM/RE/AM/PU/DPI/SERV/SDT/2021-0102,"JPR CARSA DEL BAJIO, S.A. DE C.V.","$1,982,919.52 ",83.78 %,70.67 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA CELAYA 1 Y 2 2021,SICOM/RE/AM/PU/DCA/OB/OP/2021-0103,DAMIAN ALMANZA NERI,"$1,433,895.57 ",99.70 %,90.33 %,ADJUDICACION DIRECTA
2021,LEÓN,OBRA,REHABILITACIÓN DEL CAMINO SAUZ SECO - LOS ALISOS - NUEVO VAL,SICOM/RE/AM/PU/DCB/OB/OP/2021-0104,"NEOLITO CONSTRUCCIONES, S.A. DE C.V.","$1,797,814.73 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA DOLORES HIDALGO 1 2021,SICOM/RE/AM/PU/DCA/OB/OP/2021-0105,"CONSTRUCTORA EDIVIAL, S.A. DE C.V.","$1,978,081.30 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA GUANAJUATO 1 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0106,MORALES MORALES JUAN MIGUEL,"$1,249,243.89 ",100.00 %,94.06 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA GUNAJUATO 3 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0107,"KAY GRUPO CONSTRUCTOR, S.A. DE C.V.","$1,299,344.47 ",100.00 %,52.52 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA GUANAJUATO 2 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0109,"ACARREOS Y PAVIMENTOS DEL BAJIO, S.A. DE C.V.","$1,842,709.21 ",100.00 %,87.42 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA DOLORES HIDALGO 2 2021,SICOM/RE/AM/PU/DCA/OB/OP/2021-0108,"CORPORATIVO VAPE, S.A. DE C.V.","$1,385,942.92 ",100.00 %,85.09 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA LEÓN 1 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0112,"DESARROLLADORA SILMAR, S.A. DE C.V.","$1,799,502.20 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA LEÓN 2 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0111,"CINQUE MISI, S.A. DE C.V.","$1,480,694.08 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA LEÓN 3 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0110,"URINCO, S.A. DE C.V.","$890,595.71 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,SILAO,OBRA,"SUMINISTRO Y PUESTA EN MARCHA DEL SECCIONADOR ""S-4""",SICOM/RE/LS/PU/DOB/OB/GPI/2021-0113,"CONSORCIO EN INSTALACIONES ELECTROMECANICAS, S.A. DE C.V.","$4,645,552.47 ",1.05 %,50.33 %,LICITACION SIMPLIFICADA
2021,LEÓN,OBRA,"REHABILITACIÓN DEL CAMINO RAMAL A LA MINA, SAN JUAN DE OTATE",SICOM/RE/AM/PU/DCB/OB/OP/2021-0114,"ARSA CONSTRUYE, S.A. DE C.V.","$1,063,295.54 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,REHABILITACIÓN DE LA CARRETERA CELAYA- EMPALME ESCOBEDO 2A,SICOM/RE/LP/PA/DCA/OB/OP/2021-0116,"VISE, S.A. DE C.V.","$139,848,587.88 ",67.00 %,30.00 %,LICITACION PUBLICA
2021,PURÍSIMA DEL RINCÓN,OBRA,"MODERNIZACIÓN DE LA CARRETERA PURÍSIMA - JALPA, QUINTA ETAPA",SICOM/RE/LP/PA/DCB/OB/OP/2021-0117,"CONSORCIO CONSTRUCTOR ECO DEL BAJIO, S.A. DE C.V.","$62,838,902.62 ",71.05 %,30.00 %,LICITACION PUBLICA
2021,APASEO EL ALTO,OBRA,"PAVIMENTACIÓN DE CALLE AV. REVOLUCIÓN, EN APASEO EL ALTO",SICOM/RE/LP/PA/DCA/OB/OP/2021-0115,"CORZZISA, S.A. DE C.V.","$15,484,432.05 ",97.00 %,30.00 %,LICITACION PUBLICA
2021,VARIOS MUNICIPIOS,OBRA,DESYERBE Y DESMONTE ZONA CELAYA 3 Y 4 2021,SICOM/RE/AM/PU/DCA/OB/OP/2021-0119,FLORES CASTRO OSCAR ALBERTO,"$1,457,377.32 ",99.70 %,100.00 %,ADJUDICACION DIRECTA
2021,SAN JOSÉ ITURBIDE,OBRA,TERMINACIÓN DEL CENTRO DE ATENCIÓN INTEGRAL EN SERVICIOS ESE,SICOM/RE/AE/PU/DOA/OB/ISAPEG/2021-0118,"CORZZISA, S.A. DE C.V.","$4,913,656.35 ",60.19 %,60.18 %,ADJUDICACION DIRECTA POR EXCEPCION
2021,CORTAZAR,OBRA,REHABILITACIÓN DE LAS VIALIDADES AV. CLOUTHIER Y CALLE OCAMP,SICOM/RE/AM/PU/DCA/OB/OP/2021-0121,"SALMANTINA DE INFRAESTRUCTURA, S.A. DE C.V.","$3,178,866.22 ",100.00 %,95.44 %,ADJUDICACION DIRECTA
2021,SILAO,PROYECTO,DISTRITO DE INNOVACIÓN DEL ESTADO DE GUANAJUATO,SICOM/RE/AM/PU/DPO/SERV/IDEAGTO/2021-0122,QUINTERO TEJADA MARTIN FERNANDO,"$232,945.63 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,ABASOLO,OBRA,PRIMERA ETAPA UNIDAD ACADÉMICA DEPARTAMENTAL,SICOM/RE/LS/PU/DOB/OB/ITES/2021-0120,"OQZA CONSTRUCTORA, S.A. DE C.V.","$5,819,911.90 ",100.00 %,96.20 %,LICITACION SIMPLIFICADA
2021,VARIOS MUNICIPIOS,OBRA,DEMARCACIÓN ZONA DOLORES HIDALGO 3 2021,SICOM/RE/AE/PU/DCA/OB/OP/2021-0124,"CONSTRUCTORA LORESA, S.A. DE C.V.","$4,517,590.69 ",100.00 %,100.00 %,ADJUDICACION DIRECTA POR EXCEPCION
2021,TIERRA BLANCA,OBRA,REHABILITACIÓN DE CALLE SANTA JUANITA DE AZA,SICOM/RE/AM/PU/DCA/OB/OP/2021-0123,MONROY GONZALEZ JUAN MANUEL,"$612,789.91 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VILLAGRÁN,OBRA,TERMINACIÓN DE LA RECONSTRUCCIÓN DE CANCHA DE USOS MÚLTIPLES,SICOM/RE/AM/PU/DOB/OB/CODE/2021-0126,"TALLER ARKITEC, S.C.","$137,743.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,GUANAJUATO,OBRA,CONSTRUCCIÓN DE PARADERO EN VIALIDAD DE ACCESO A LA CIUDAD,SICOM/RE/AM/PU/DCB/OB/OP/2021-0127,"ARKONSA PROYECTOS CONSTRUCCION, S.A. DE C.V.","$312,415.45 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,CELAYA,OBRA,CONSERVACIÓN PERIÓDICA DE PISTA AEROPUERTO CELAYA,SICOM/RE/LS/PU/DCA/OB/OP/2021-0125,"INNOVACIONES ASFALTICAS  ALTEA, S.A. DE C.V.","$3,893,451.10 ",99.70 %,99.47 %,LICITACION SIMPLIFICADA
2021,GUANAJUATO,OBRA,CONEXIÓN CERVERA - CARRETERA FEDERAL 110,SICOM/RE/LP/PA/DEC/OB/OP/2021-0128,"VISE, S.A. DE C.V.","$81,742,722.61 ",58.11 %,30.00 %,LICITACION PUBLICA
2021,SALAMANCA,ESTUDIO,MIA FED. PUENTE CÁRDENAS CARR. SALAMANCA-CÁRDENAS-MENDOZA,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0129,"GGS SOSTEC, S.C.","$215,636.31 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,PROYECTO,PROYECTO EJECUTIVO DE PUENTES PEATONALES EN LA CARRETERA SAN,SICOM/RE/AM/PU/DPI/SERV/OP/2021-0130,"SERVICIO INTEGRAL DE INGENIERIA CIVIL DEL BAJIO, S.A. DE C.V.","$1,191,619.04 ",95.00 %,53.09 %,ADJUDICACION DIRECTA
2021,PURÍSIMA DEL RINCÓN,OBRA,"MODERNIZACIÓN DE LA CARRETERA PURÍSIMA - JALPA, QUINTA ETAPA",SICOM/RE/LP/PA/DCB/OB/OP/2021-0132,"CONSORCIO CONSTRUCTOR ECO DEL BAJIO, S.A. DE C.V.","$23,037,975.47 ",77.56 %,30.00 %,LICITACION PUBLICA
2021,GUANAJUATO,OBRA,INTERSECCIONES SEMAFORIZADAS GUANAJUATO CAPITAL,SICOM/RE/AM/PU/DEC/OB/OP/2021-0131,"SEMEX, S.A. DE C.V.","$797,914.10 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,GUANAJUATO,ESTUDIO,MIA ESTATAL PARA LA REUBICACIÓN DE CASETAS AUTOP GTO-SILAO,SICOM/RE/AM/PU/UEP/SERV/OP/2021-0133,MORALES CASTORENA JUAN PABLO,"$114,109.99 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,ESTABILIZACIÓN DE TALUDES DE LA CARRETERA SILAO - SAN FELIPE,SICOM/RE/AM/PU/DCB/OB/OP/2021-0135,"DESARROLLOS DE INGENIERIA SUBTERRANEA, CONSTRUCCIONES Y ESTABILIZACIONES LOSANTO","$2,497,363.04 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,PROYECTO,PROY DICTAMINACIÓN Y REHAB DE ANUNCIOS,SICOM/RE/AM/PU/DPO/SERV/OP/2021-0134,"CONSTRUCCION DE ACERO Y EDIFICACION, S.A. DE C.V.","$1,924,723.74 ",44.89 %,51.85 %,ADJUDICACION DIRECTA
2021,ATARJEA,OBRA,CASA VISITAS ATARJEA,SICOM/RE/LS/PU/DOB/OB/OP/2021-0136,"CONSTRUCTORA APTIVA, S.A. DE C.V.","$3,755,000.23 ",60.00 %,42.16 %,LICITACION SIMPLIFICADA
2021,YURIRIA,OBRA,DOS AULAS DEL CECYTE GUANAJUATO EN PLANTEL DE CERANO YURIRIA,SICOM/RE/AM/PU/DOB/OB/CECYTEG/2021-0137,CHAVEZ TORRES LUIS ANTONIO,"$2,048,887.25 ",70.00 %,63.84 %,ADJUDICACION DIRECTA
2021,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,INTERVENCIÓN EN LA PARROQUIA DE NUESTRA SEÑORA DE LOS DOLORE,SICOM/RE/AM/PU/DOB/OB/OP/2021-0138,"DEC DESARROLLO CONSTRUCTIVO, S.A. DE C.V.","$280,110.74 ",100.00 %,62.65 %,ADJUDICACION DIRECTA
2021,IRAPUATO,OBRA,TERMINACIÓN DE TRABAJOS EN EDIFICIO DE GOBIERNO DE IRAPUATO,SICOM/RE/AM/PU/DOA/OB/OP/2021-0139,"OLMACE, S.A. DE C.V.","$72,816.26 ",100.00 %,99.86 %,ADJUDICACION DIRECTA
2021,LEÓN,OBRA,TERMINACIÓN DE TRABAJOS EN EDIFICIO DE GOBIERNO DE LEÓN,SICOM/RE/AM/PU/DOA/OB/OP/2021-0139,"OLMACE, S.A. DE C.V.","$116,855.43 ",100.00 %,99.99 %,ADJUDICACION DIRECTA
2021,CORTAZAR,OBRA,CONSTRUCCIÓN DEL PUENTE SOBRE RÍO LAJA EN LA PROLONGACIÓN DE,SICOM/RE/LP/PA/DEC/OB/OP/2021-0140,"ESPINOSA INGENIEROS CONSTRUCTORES, S.A. DE C.V.","$82,440,740.88 ",38.65 %,30.00 %,LICITACION PUBLICA
2021,MANUEL DOBLADO,OBRA,CONSTRUCCIÓN DE PARADEROS EN LA CARRETERA PURÍSIMA PAQ.2,SICOM/RE/AM/PU/DCB/OB/OP/2021-0141,"CURBAMASA, S.A. DE C.V.","$624,500.01 ",90.25 %,57.91 %,ADJUDICACION DIRECTA
2021,GUANAJUATO,OBRA,CONSTRUCCIÓN DE PARADEROS EN LA LOCALIDAD DE LA TRINIDAD,SICOM/RE/AM/PU/DCB/OB/OP/2021-0145,"URBANIZACIONES Y CONSTRUCCIONES RODIE, S.A DE C.V.","$247,844.44 ",100.00 %,100.00 %,ADJUDICACION DIRECTA
2021,PURÍSIMA DEL RINCÓN,OBRA,CONSTRUCCIÓN DE PARADEROS EN CARRETERA PURÍSIMA PAQ.19,SICOM/RE/AM/PU/DCB/OB/OP/2021-0149,"URBARK CONSTRUCCIONES, S.A DE C.V.","$1,722,250.42 ",36.80 %,39.16 %,ADJUDICACION DIRECTA
2021,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA,OBRA,CONSTRUCCIÓN DE PARADEROS EN LA ZONA DOLORES HIDALGO PAQ. 5,SICOM/RE/AM/PU/DCA/OB/OP/2021-0147,THOMPSON LOPEZ SERGIO,"$1,497,913.78 ",43.57 %,32.41 %,ADJUDICACION DIRECTA
2021,PÉNJAMO,OBRA,CONSTRUCCIÓN DE PARADEROS EN LAS CARRETERAS PÉNJAMO PAQ. 8,SICOM/RE/AM/PU/DCB/OB/OP/2021-0143,MARMOLEJO CERVANTES MAURICIO,"$1,244,860.33 ",58.00 %,30.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,CONSTRUCCIÓN DE PARADEROS EN ZONA GUANAJUATO PAQ.18,SICOM/RE/AM/PU/DCA/OB/OP/2021-0146,"ARKONSA PROYECTOS CONSTRUCCION, S.A. DE C.V.","$1,887,020.59 ",32.73 %,30.00 %,ADJUDICACION DIRECTA
2021,SAN MIGUEL DE ALLENDE,OBRA,CONSERVACION ACCESO A LA COMUNIDAD DE SAN MIGUEL VIEJO SMA,SICOM/RE/AM/PU/DCA/OB/OP/2021-0142,CADENA ESPINOSA ENRIQUE ALONSO,"$439,221.67 ",100.00 %,94.22 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,"CONSERVACIÓN RUTINARIA DE LA CARRETERA SILAO-SAN FELIPE,2021",SICOM/RE/AM/PU/DCB/OB/OP/2021-0144,RODRIGUEZ LARA ALEJANDRO,"$3,190,565.88 ",96.16 %,30.00 %,ADJUDICACION DIRECTA
2021,PÉNJAMO,OBRA,CONSERVACIÓN PERIÓDICA DEL RAMAL AL PRESIDIO EN PENJAMO 2021,SICOM/RE/AM/PU/DCB/OB/OP/2021-0148,"MUÑOZ CONSTRUCCIONES, S.A. DE C.V.","$1,199,467.62 ",99.00 %,88.91 %,ADJUDICACION DIRECTA
2021,HUANÍMARO,PROYECTO,PROYECTO EJECUTIVO DE LA AMPLIACIÓN Y OBRA EXTERIOR DEL PROY,SICOM/RE/AM/PU/DPO/SERV/ISAPEG/2021-0150,HUERTA VELAZQUEZ ENRIQUE,"$537,385.28 ",27.24 %,39.62 %,ADJUDICACION DIRECTA
2021,ABASOLO,OBRA,"REHAB. DE CAMINOS, BORDOS Y ESTRUCTURAS EN EL MPIO ABASOLO",SICOM/RE/AM/PU/DCB/OB/OP/2021-0153,"RDI URBANIZADORA, S.A. DE C.V.","$2,988,898.56 ",100.00 %,98.67 %,ADJUDICACION DIRECTA
2021,JERÉCUARO,OBRA,CONSTR DE PARADEROS EN LAS CARRETERAS APASEO EL ALTO PAQ. 12,SICOM/RE/AM/PU/DCA/OB/OP/2021-0154,FLORES CASTRO NOE EMILIO,"$1,135,931.31 ",45.00 %,30.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,CONSTRUCCIÓN DE PARADEROS EN CELAYA Y JUVENTINO ROSAS PAQ.14,SICOM/RE/AM/PU/DCA/OB/OP/2021-0152,OJODEAGUA MALDONADO FELIX,"$1,162,441.81 ",66.70 %,40.33 %,ADJUDICACION DIRECTA
2021,LEÓN,OBRA,CONSTRUCCIÓN DE PARADEROS EN LA CARRETERA LEÓN - SAN FRANCIS,SICOM/RE/AM/PU/DCB/OB/OP/2021-0151,"LEOMARC CONSTRUCCIONES, S.A. DE C.V.","$699,377.24 ",12.83 %,30.00 %,ADJUDICACION DIRECTA
2021,ABASOLO,OBRA,CAMINO DE ACCESO A HUITZATARITO EN EL MUNICIPIO DE ABASOLO,SICOM/RE/AM/PU/DCB/OB/OP/2021-0155,MORALES AMEZOLA FERNANDO,"$249,247.45 ",100.00 %,99.00 %,ADJUDICACION DIRECTA
2021,VARIOS MUNICIPIOS,OBRA,CONSTRUCCIÓN DE PARADEROS EN LA ZONA URIANGATO-YUR PAQ.3,SICOM/RE/AM/PU/DCA/OB/OP/2021-0156,GARCIA RIOS JORGE,"$634,346.06 ",99.70 %,38.93 %,ADJUDICACION DIRECTA
2021,APASEO EL GRANDE,OBRA,TRABAJOS FALTANTES EN EL DISTRIBUIDOR CASTILLO APASEO EL GRA,SICOM/RE/LP/PU/DCA/OB/OP/2021-0157,"CORZZISA, S.A. DE C.V.","$25,629,815.80 ",47.50 %,62.88 %,LICITACION PUBLICA
